eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
510.07,24.02,347.87,13.47
502.26,20.01,338.29,12.94
502.03,22.16,338.13,10.66
501.93,20.64,339.54,11.08
501.99,20.14,338.10,13.73
410.43,17.05,338.09,10.60
193.41,7.61,296.76,12.12
411.97,15.48,338.14,13.15
502.20,20.78,338.25,10.93
407.41,18.03,339.51,10.28
338.07,13.86,338.07,11.96
188.95,8.44,338.04,10.41
317.52,14.45,339.67,13.08
411.83,16.71,330.65,10.11
501.95,20.07,338.08,12.83
502.09,17.26,339.65,9.87
355.78,13.73,338.06,9.92
453.20,17.52,338.05,11.85
342.72,15.37,339.76,10.16
501.97,21.15,338.09,12.27
503.47,22.18,338.11,12.08
502.02,21.95,339.60,11.22
411.89,17.49,338.07,10.71
501.91,21.37,338.05,11.01
502.32,22.43,339.81,12.08
503.39,19.56,338.05,10.13
502.03,19.03,338.13,12.49
