eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
335.97,14.34,583.41,26.59
326.27,10.28,580.20,17.67
326.40,13.14,578.95,17.63
326.52,11.71,579.16,21.55
327.77,11.41,578.76,18.38
326.28,10.88,578.73,17.27
326.29,12.82,578.75,22.31
326.28,9.59,580.21,20.80
326.27,10.36,578.72,21.01
326.25,10.56,578.69,17.07
327.85,9.60,578.91,21.33
326.53,10.42,579.18,17.04
326.53,12.43,579.18,17.27
326.55,12.35,579.22,20.84
326.29,11.91,578.77,19.55
326.24,12.20,580.14,19.50
326.41,11.54,578.97,20.81
326.39,10.69,578.93,21.72
326.51,11.69,234.91,7.64
326.24,11.88,578.68,18.89
327.72,9.95,578.68,17.93
326.29,10.34,578.76,21.75
273.14,7.68,580.24,21.22
