eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
593.35,28.07,208.01,8.77
589.07,24.74,197.83,9.26
589.11,18.80,169.79,6.63
587.50,19.07,196.33,6.89
589.08,16.81,197.84,6.27
589.51,19.42,197.98,6.33
587.57,18.32,197.83,6.80
589.08,19.72,197.84,6.11
589.23,16.43,197.89,7.08
587.63,21.00,197.84,8.92
589.61,17.49,196.54,6.24
587.56,18.54,197.82,7.07
589.05,19.96,172.73,7.15
589.30,19.52,197.91,7.00
587.51,19.96,172.71,6.51
589.65,17.46,198.03,8.53
587.59,17.51,197.83,7.10
589.05,17.31,197.83,7.72
589.10,19.57,169.79,7.23
587.64,18.37,197.85,6.44
589.06,15.71,197.83,7.03
589.06,16.49,197.83,7.25
589.11,17.03,197.85,6.03
587.55,20.12,196.34,5.75
589.47,20.41,197.97,7.29
587.58,20.26,197.83,8.35
588.99,17.38,197.81,6.05
