eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
474.57,24.91,311.65,15.40
465.08,18.24,302.67,11.31
465.09,11.76,302.68,9.40
466.59,14.27,302.70,8.32
465.45,13.41,302.91,10.00
465.00,12.49,302.62,7.36
465.02,13.74,302.63,9.18
466.72,11.33,302.78,8.67
465.01,11.40,302.62,7.43
465.03,13.84,302.64,7.63
466.57,12.40,302.68,8.99
465.01,12.48,304.10,7.58
465.06,14.64,302.66,8.79
466.77,11.41,302.81,7.80
465.08,12.59,302.67,8.33
465.10,13.37,302.68,7.36
466.57,12.65,302.68,7.43
465.09,12.59,302.68,9.42
465.08,12.86,302.67,9.65
466.54,12.99,302.66,10.89
465.05,14.24,302.65,7.94
465.04,12.47,302.64,8.32
466.64,14.43,302.72,8.33
465.05,13.76,302.65,8.05
465.04,12.35,302.64,9.87
466.64,13.57,302.73,7.54
465.52,14.23,302.96,9.90
