eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
179.95,5.90,448.87,24.00
209.64,6.01,555.12,20.69
211.12,6.09,555.12,20.70
209.62,6.56,555.05,21.88
209.63,6.42,553.61,20.40
211.12,6.07,555.11,23.68
209.64,6.38,555.10,17.71
209.63,6.33,555.08,20.42
209.64,6.55,555.11,20.19
211.09,6.18,553.55,18.57
209.63,6.41,555.09,20.97
209.64,5.12,555.11,19.38
211.11,6.78,555.08,20.67
209.65,6.60,555.14,17.64
209.76,5.76,553.96,17.16
211.12,6.13,555.12,21.15
209.64,5.90,555.09,20.77
209.64,5.33,555.11,20.58
209.63,7.97,507.84,18.36
211.33,7.10,500.99,16.90
209.63,6.70,553.61,19.63
209.64,7.39,555.10,17.19
209.63,5.83,555.07,19.54
211.11,6.77,555.08,20.22
209.64,6.86,555.11,21.05
209.63,6.32,553.61,22.03
211.09,7.01,454.65,17.91
209.66,5.98,555.16,19.78
