eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
466.17,23.79,287.52,13.91
482.83,19.69,277.59,8.18
589.11,25.67,277.58,11.11
589.29,24.29,233.35,8.61
589.10,22.56,277.57,9.16
589.04,23.76,277.54,9.45
479.83,20.76,277.56,9.74
589.10,24.45,277.57,8.78
465.05,17.28,277.55,8.35
446.15,19.25,277.73,8.48
425.17,17.60,277.54,10.48
589.01,23.88,147.62,5.70
484.67,17.60,240.86,9.91
589.05,25.00,277.55,10.56
589.06,25.40,231.78,9.35
589.06,21.37,277.55,9.59
481.28,20.14,227.35,7.98
590.51,24.39,277.54,9.77
202.25,8.43,277.54,11.31
28.05,1.31,277.55,10.87
589.05,24.74,277.55,9.75
590.46,23.19,277.52,9.60
479.81,19.50,277.55,8.94
588.97,24.66,191.90,8.54
590.50,24.99,279.01,9.89
276.09,12.07,230.32,10.50
481.29,21.21,277.55,9.47
