eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
348.30,17.43,506.57,26.93
338.28,12.87,502.26,20.06
338.18,11.37,502.11,17.32
332.19,10.39,411.91,17.67
338.07,10.50,411.89,17.00
339.57,10.67,501.97,19.85
338.07,9.97,501.93,18.79
339.58,11.38,501.99,21.37
338.10,10.58,308.57,14.01
338.09,12.84,332.19,13.60
339.64,9.90,502.08,20.05
338.09,12.83,501.97,18.35
338.08,9.81,501.96,19.41
339.61,12.18,503.51,20.60
338.06,11.40,341.01,12.93
338.37,9.03,483.18,19.25
338.24,10.75,502.20,20.00
339.76,11.34,502.26,22.69
338.20,10.09,413.52,15.15
338.24,11.06,502.19,22.34
339.60,9.10,407.52,15.66
338.29,10.61,502.27,19.98
281.97,9.09,131.39,6.35
199.30,6.14,2.95,0.18
267.23,9.98,0.00,0.00
338.07,10.22,156.49,6.74
339.55,10.65,460.61,17.73
338.09,9.87,411.91,17.22
