eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
418.24,11.28,265.00,13.04
410.43,10.03,255.41,11.56
408.94,10.03,255.40,11.17
408.94,20.65,253.92,11.60
410.43,24.46,255.41,12.01
408.96,25.39,177.17,5.48
408.94,23.90,255.53,12.71
410.42,23.10,255.40,12.81
408.90,23.86,255.38,12.85
408.93,24.14,253.92,12.83
410.43,20.10,255.41,13.01
408.93,12.27,255.40,11.18
408.96,15.24,253.94,9.13
410.43,12.29,255.41,8.73
408.94,10.82,255.40,11.60
408.93,9.96,212.59,8.28
410.48,10.03,255.44,10.07
408.96,10.03,253.94,9.40
408.94,9.96,255.40,8.92
410.37,11.69,215.52,9.56
409.31,10.33,255.64,11.00
408.93,10.03,253.92,10.08
409.21,11.69,255.57,9.98
409.16,9.96,255.54,9.51
410.44,10.03,253.94,9.91
408.94,10.03,255.40,7.67
408.90,9.96,255.38,10.21
410.49,10.03,253.97,10.48
409.39,11.79,215.78,7.62
409.38,11.34,254.20,9.50
408.94,11.20,255.40,7.86
409.02,10.03,255.46,7.71
