eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
592.23,27.02,152.49,7.62
585.06,20.26,141.83,4.50
584.60,19.75,140.25,4.08
584.61,22.65,141.72,4.86
586.10,21.21,140.25,5.12
584.66,20.69,140.26,4.26
584.62,19.89,141.73,6.51
586.06,21.41,140.24,4.69
585.10,22.70,141.84,4.85
584.92,21.90,140.32,4.05
584.61,17.56,140.25,4.80
584.60,19.82,141.72,4.24
586.15,20.70,140.26,4.09
584.99,21.09,141.81,4.25
585.03,20.73,140.35,6.11
584.64,21.65,140.26,4.86
584.62,19.23,141.73,3.46
478.37,19.01,140.26,4.35
482.77,18.85,141.73,5.53
585.05,20.63,140.35,4.06
585.02,22.43,140.34,4.22
585.07,24.29,124.11,4.31
584.62,22.24,140.25,3.88
584.62,22.94,141.73,3.75
586.05,22.82,122.52,4.73
585.08,17.60,140.36,5.13
585.04,18.80,141.83,5.69
584.58,19.31,119.57,4.91
584.61,22.39,147.63,4.98
