eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
470.80,22.98,133.10,6.93
462.08,22.25,121.06,5.21
462.06,15.90,121.05,3.93
462.15,15.23,121.08,3.74
462.08,18.46,119.58,3.92
463.54,14.23,121.05,5.49
462.18,13.51,121.08,3.74
462.28,16.81,121.11,3.03
462.25,15.63,121.10,4.41
462.34,14.79,121.12,5.06
462.28,18.97,119.63,3.66
462.25,12.61,119.62,4.36
462.25,17.07,122.58,5.58
462.39,14.56,121.14,4.22
462.20,13.36,121.09,4.58
462.25,16.16,121.10,4.60
462.33,16.36,119.64,2.96
462.09,16.11,121.06,3.23
462.47,16.03,121.16,4.24
462.25,14.08,121.10,3.74
462.10,14.86,121.06,4.83
462.15,16.45,121.07,4.65
462.08,14.12,119.58,3.58
462.09,14.09,121.06,3.81
462.09,15.54,121.06,5.24
462.10,16.56,121.06,5.11
463.51,14.28,121.05,4.10
462.13,14.05,121.07,3.73
462.18,16.74,121.08,4.00
462.05,13.83,119.57,2.96
462.06,12.76,121.05,4.52
462.11,16.77,121.07,4.35
462.43,17.52,121.15,3.03
462.08,15.06,121.06,4.90
462.06,15.28,121.05,3.89
462.08,15.93,109.25,4.22
