eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
336.21,17.68,583.21,30.67
326.28,12.88,580.21,20.30
326.54,13.78,579.20,18.85
326.50,11.18,579.13,17.96
326.46,12.12,579.06,22.96
326.48,9.02,579.10,17.01
326.50,10.92,579.14,19.08
327.76,10.97,578.75,19.13
268.74,9.44,578.83,19.05
326.25,10.37,578.68,18.83
326.31,10.04,580.27,17.75
326.29,10.34,578.75,19.61
326.27,11.82,578.73,20.38
326.31,10.30,578.80,18.44
327.81,9.93,578.83,20.18
326.36,13.03,580.37,18.85
326.44,11.30,579.02,20.75
326.26,12.50,578.71,19.18
326.28,11.93,578.74,16.98
326.28,10.85,578.74,19.41
327.70,11.56,580.12,19.12
326.46,8.01,579.06,20.81
326.57,11.28,579.26,17.93
