eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
554.81,23.80,245.51,10.69
547.85,18.18,233.32,9.07
549.21,19.23,199.31,7.40
549.21,17.99,234.74,10.48
549.18,18.21,234.73,9.18
549.19,15.18,200.78,8.79
549.57,18.97,234.90,9.21
549.32,17.36,233.31,8.18
549.17,20.56,234.73,9.23
547.70,15.46,234.73,9.65
549.19,15.96,234.73,10.44
549.19,19.27,234.74,8.85
549.17,16.91,234.73,9.52
549.30,16.16,234.78,7.93
549.18,13.42,234.73,9.13
549.79,17.92,234.99,9.18
549.12,16.61,234.70,10.15
547.70,17.10,233.25,8.11
549.21,17.20,234.74,9.03
549.12,18.48,234.71,8.54
549.18,18.41,202.25,8.99
549.20,19.24,234.74,8.46
549.18,16.27,234.73,8.65
549.46,17.31,194.97,7.11
549.22,17.99,219.98,8.41
549.38,18.86,214.14,7.88
547.67,18.12,234.71,9.24
