eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
323.22,16.26,69.22,3.53
394.16,20.03,70.86,2.24
395.70,18.89,69.39,3.03
395.59,16.08,70.85,1.73
394.17,18.22,70.86,2.87
327.75,16.42,70.87,4.39
313.24,15.52,70.92,4.31
265.71,13.21,69.38,4.25
395.96,20.10,70.92,4.00
394.17,17.51,70.86,4.40
395.65,18.57,70.86,3.93
395.69,19.04,69.39,3.50
394.17,20.10,70.86,3.79
396.03,18.78,70.93,3.64
394.17,15.84,70.86,2.83
395.66,13.30,70.87,2.86
395.62,17.08,69.38,2.43
327.74,13.34,70.86,2.96
395.64,16.43,70.86,1.80
394.17,16.71,70.86,3.46
395.63,16.10,69.38,2.51
395.64,15.43,70.86,2.76
394.16,14.67,70.86,3.27
395.64,14.53,70.86,1.80
395.65,16.26,69.39,2.50
394.13,11.95,70.86,1.73
395.64,15.95,70.86,3.13
327.73,13.47,70.86,1.73
395.68,16.45,70.87,2.34
395.64,17.03,69.38,2.50
394.17,12.88,70.86,1.73
395.63,15.63,70.86,2.87
395.58,14.58,70.85,3.12
326.26,14.90,70.86,1.73
395.64,14.00,69.39,2.43
395.67,16.71,70.87,1.80
324.78,11.77,70.86,1.73
388.35,17.53,70.88,2.50
394.32,15.44,70.89,2.43
395.91,13.62,69.43,3.02
394.17,15.38,70.86,3.01
395.65,16.30,70.86,2.42
391.48,17.81,70.91,3.04
394.17,15.45,69.39,2.54
395.65,14.11,70.86,2.93
395.64,15.54,70.86,2.57
394.16,14.16,70.86,2.28
