eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
255.18,15.84,387.01,15.41
255.44,7.97,409.78,11.50
254.36,8.02,408.43,11.14
255.51,7.94,409.73,11.13
255.38,8.00,410.04,11.00
254.92,8.22,409.02,11.00
254.11,8.15,409.90,11.04
255.64,7.62,408.64,11.00
254.26,7.91,409.48,11.12
254.96,7.75,409.02,11.04
254.22,8.07,409.69,11.13
255.74,7.99,410.00,11.02
254.36,7.85,408.54,11.01
255.58,8.00,410.18,11.07
253.98,7.66,408.60,10.94
255.12,7.92,410.47,11.01
255.04,7.95,408.95,11.01
254.30,7.78,409.76,11.00
255.20,7.87,408.74,11.07
254.93,8.17,410.46,11.06
255.49,7.86,409.17,11.13
254.72,7.85,409.60,10.97
254.03,7.96,408.41,11.01
255.40,7.70,410.35,11.01
255.68,8.25,408.99,11.02
254.64,7.96,410.04,10.94
254.10,7.94,409.34,11.01
254.64,7.93,408.26,11.00
255.91,8.16,410.64,11.07
253.88,7.89,408.19,10.94
255.83,8.25,410.58,11.01
