eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
204.36,15.55,90.35,4.58
179.86,6.47,93.89,0.93
120.88,4.06,70.01,2.06
443.36,12.61,94.82,2.66
442.85,13.01,94.66,2.53
442.68,13.14,93.32,2.57
442.67,13.08,94.42,2.70
442.20,13.23,95.02,2.69
442.97,13.03,94.60,2.61
443.17,12.82,93.46,2.56
442.79,12.86,94.41,2.56
442.76,12.82,94.44,2.64
442.84,12.94,94.16,2.57
441.82,12.94,95.03,2.54
443.32,13.33,94.23,2.56
442.59,12.78,94.49,2.56
442.99,13.33,94.88,2.55
443.05,12.63,94.24,2.63
442.69,12.87,94.47,2.48
442.08,13.08,94.03,2.64
442.95,12.98,94.64,2.55
442.92,12.63,93.09,2.48
443.12,12.81,94.46,2.56
442.30,12.86,94.83,2.63
443.11,13.09,94.46,2.55
442.24,13.06,94.18,2.56
443.32,12.84,94.01,2.55
442.10,12.75,95.25,2.55
443.45,12.92,93.76,2.56
441.84,12.81,94.22,2.57
442.68,12.82,94.34,2.55
442.73,13.00,94.64,2.54
443.35,13.15,94.68,2.66
442.23,12.77,93.97,2.55
443.43,12.85,94.45,2.55
441.96,12.94,94.14,2.58
443.75,13.00,95.22,2.64
441.96,12.79,94.29,2.55
443.15,13.07,93.36,2.48
443.07,12.99,94.66,2.55
442.52,12.97,94.40,2.65
