eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
433.63,20.30,307.86,12.02
434.64,12.34,314.51,10.19
434.92,12.00,315.42,9.78
433.39,11.98,316.29,9.60
435.00,11.82,314.50,9.55
434.13,12.03,315.52,9.88
433.58,11.71,315.47,9.53
433.95,11.84,316.32,9.53
435.04,11.80,315.43,9.69
434.43,11.94,314.51,9.52
433.25,11.89,315.72,9.50
435.02,12.01,315.36,9.61
433.61,11.87,316.00,10.19
434.02,11.83,315.49,9.56
433.84,11.80,315.49,10.00
434.44,11.99,314.51,9.80
434.29,11.82,316.34,9.62
434.49,11.91,314.64,9.38
433.65,12.10,315.44,9.68
434.75,11.84,316.12,9.60
434.70,12.20,314.69,9.66
433.51,11.89,315.30,9.76
434.93,12.09,316.23,9.50
434.12,11.83,314.89,9.64
433.98,12.15,315.39,9.47
433.67,11.82,314.92,9.98
434.54,11.93,316.68,9.65
433.87,12.94,314.57,8.71
