eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
410.82,21.86,327.16,10.89
420.85,12.50,324.06,9.51
420.92,12.25,324.51,9.20
420.97,12.50,322.71,9.16
420.38,12.57,324.50,8.82
421.22,12.93,324.37,8.85
420.41,12.47,323.11,8.95
421.23,12.88,324.59,8.77
420.65,12.60,323.81,9.01
420.64,12.38,323.05,8.77
421.63,12.76,323.62,8.93
420.32,12.51,324.87,8.97
421.35,12.45,322.82,8.87
420.46,12.61,324.84,8.71
421.58,12.77,323.80,8.89
420.94,12.83,323.94,8.87
419.73,12.66,322.71,9.02
420.90,12.43,323.91,9.01
421.62,12.63,324.81,9.00
420.13,12.69,324.06,9.02
420.89,12.44,323.77,9.18
421.82,12.73,323.38,8.85
420.26,12.54,323.51,8.90
420.80,12.56,324.20,8.90
420.71,12.77,323.34,8.80
421.43,12.71,324.91,8.64
421.49,12.66,322.68,8.98
420.82,12.17,324.99,9.14
