eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
71.11,10.50,19.83,4.15
117.81,3.69,380.08,9.65
116.53,3.28,594.67,17.20
118.30,3.31,595.94,17.05
117.31,3.26,594.59,17.13
117.30,3.15,595.25,17.00
116.31,3.26,595.00,17.16
117.23,3.31,595.12,17.21
117.74,3.25,594.95,16.95
117.22,3.23,593.85,17.29
116.85,3.17,596.10,17.05
117.86,3.31,594.23,17.08
117.39,3.21,594.69,17.19
117.47,3.24,595.89,17.15
116.59,3.34,594.73,17.09
117.24,3.24,595.33,17.05
117.66,3.24,594.81,17.34
118.15,3.24,594.25,17.06
117.19,3.31,594.94,17.20
117.44,3.35,595.25,17.19
116.06,3.33,594.71,17.00
117.73,3.54,595.87,17.21
116.90,3.41,594.53,17.04
117.23,3.31,594.55,17.17
117.89,3.41,595.76,17.10
116.75,3.16,594.37,17.29
117.85,3.42,595.53,17.19
117.51,3.39,593.89,16.90
117.79,3.24,595.66,17.04
116.16,3.24,595.40,17.08
