eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
281.78,15.75,506.20,17.41
273.06,7.58,571.63,14.48
274.27,7.64,570.68,16.82
273.72,7.56,570.71,17.07
273.29,7.55,570.28,16.86
273.79,7.75,569.92,16.95
274.72,7.60,571.69,17.26
272.77,7.57,569.52,17.02
274.01,7.56,571.73,17.05
274.09,7.74,569.70,16.97
273.25,7.66,571.92,17.02
274.91,7.59,569.48,17.10
272.74,7.90,570.86,17.16
274.39,7.56,570.74,17.21
274.27,7.57,571.60,16.98
272.98,7.57,570.58,16.83
274.23,7.73,569.69,17.08
274.09,7.51,571.75,17.40
273.10,7.65,569.42,17.14
274.20,7.88,570.82,16.81
273.80,7.70,571.70,16.98
273.99,7.75,569.74,17.18
273.31,7.63,570.57,16.84
273.70,7.75,571.65,17.06
274.74,7.66,569.86,17.33
