eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
136.34,13.95,266.82,10.83
142.20,4.10,374.01,11.80
140.30,3.99,399.64,11.75
141.63,4.12,398.24,11.89
142.84,4.07,399.42,11.55
140.39,3.81,399.78,11.82
142.09,3.94,399.00,11.75
142.11,3.92,398.90,11.79
140.63,3.83,399.53,11.81
142.41,3.88,399.41,11.88
141.28,3.90,398.39,11.63
141.10,3.88,398.87,11.76
142.20,3.89,399.28,11.86
141.67,3.89,400.01,11.97
141.35,3.93,398.46,11.58
141.87,3.89,399.70,11.83
141.33,3.96,399.02,11.83
141.32,3.87,398.40,11.69
141.67,3.89,399.53,11.98
141.79,3.89,399.90,11.91
141.70,3.87,398.23,11.72
141.47,3.96,399.71,11.85
141.46,3.98,399.59,11.57
141.47,3.88,398.47,11.58
141.46,3.88,399.84,11.95
142.48,3.88,399.06,11.55
141.71,3.89,398.22,11.59
141.64,3.91,400.25,11.90
140.75,3.84,399.26,11.44
141.92,3.85,398.13,11.96
141.53,4.11,400.16,11.63
142.44,4.12,399.05,11.95
140.81,3.80,399.26,11.58
141.93,3.86,398.38,11.84
141.81,3.90,399.94,11.58
141.73,3.89,399.18,11.79
141.78,3.83,398.35,11.81
140.58,3.88,399.67,11.77
141.69,3.98,398.66,11.59
