eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
83.24,9.35,125.94,5.91
70.84,2.57,140.59,5.16
70.50,2.04,337.01,10.37
70.20,2.10,356.24,10.68
71.72,1.87,394.02,12.19
69.98,2.00,396.17,11.60
70.21,1.93,395.16,11.77
70.34,2.04,393.99,11.65
71.54,1.92,395.23,12.00
70.01,2.01,395.89,11.64
69.97,1.93,395.46,11.43
71.33,1.99,395.12,12.00
70.16,1.91,393.85,11.63
70.39,2.00,396.45,11.68
71.57,1.92,394.86,11.49
70.41,2.05,395.41,11.67
70.36,1.98,395.20,11.36
70.17,1.91,394.34,12.06
70.38,1.91,395.01,11.62
70.45,1.90,395.87,11.59
70.73,2.07,395.29,11.64
71.12,1.89,395.13,11.84
70.16,2.00,393.98,11.46
70.39,1.98,395.23,11.60
70.37,1.92,395.28,11.76
70.39,1.98,395.14,11.44
70.88,2.06,396.14,11.68
70.15,1.92,394.09,11.71
70.59,2.08,394.99,11.37
71.39,1.91,396.20,11.72
70.09,2.02,394.69,11.76
70.40,2.00,395.72,11.83
70.36,1.89,394.18,11.77
71.08,1.99,394.97,11.35
70.38,1.98,395.84,11.65
71.10,2.06,394.32,11.64
69.83,1.92,396.09,11.68
70.41,1.95,395.48,11.43
71.32,1.90,394.94,11.84
70.08,1.99,394.88,11.76
70.41,1.99,395.57,11.37
71.55,1.91,394.48,11.67
69.57,1.99,395.12,11.77
71.58,1.97,395.86,11.67
69.64,1.91,395.10,11.51
70.50,2.05,395.04,12.06
