eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
83.19,9.91,145.05,7.34
68.96,1.98,0.55,0.75
72.83,2.53,185.73,6.61
70.45,2.29,312.44,9.50
70.27,2.01,395.06,11.46
70.49,2.03,395.25,11.88
70.36,1.92,394.04,11.50
70.35,1.91,395.44,11.66
71.59,2.02,395.54,11.75
70.17,1.94,395.34,11.74
70.59,2.04,394.02,11.78
69.85,1.92,396.30,11.46
71.82,1.99,395.37,11.51
69.81,1.91,394.89,11.67
71.32,1.99,395.40,11.52
69.70,2.02,394.44,11.44
70.28,2.03,395.75,11.67
71.16,1.91,394.36,11.57
70.59,1.90,395.11,11.89
69.78,1.92,395.99,11.33
71.74,1.98,395.13,11.38
69.99,1.89,394.49,11.82
69.95,1.92,394.68,11.78
71.74,1.98,395.07,11.69
69.74,1.90,395.77,11.54
70.26,2.07,395.54,11.92
71.55,1.98,394.37,11.60
69.97,1.93,395.63,11.78
71.17,1.99,394.65,11.76
70.05,1.91,395.96,11.55
71.18,2.09,395.28,11.61
69.53,1.99,394.96,11.73
70.41,1.91,394.27,11.92
71.73,2.09,395.58,11.63
69.55,2.16,394.54,11.52
71.35,2.12,396.05,11.70
70.36,1.91,394.23,11.72
70.44,1.98,395.98,11.85
70.02,1.99,394.58,11.44
70.66,1.98,396.05,11.84
70.58,1.91,394.37,11.74
71.40,2.05,394.69,11.47
69.99,1.90,396.25,11.79
70.31,1.90,395.08,11.55
71.18,2.12,394.98,11.41
70.48,1.91,394.79,11.45
70.61,1.98,395.80,11.70
