eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
446.56,20.05,305.43,12.82
464.72,13.86,302.62,8.24
466.45,13.40,302.89,8.72
465.56,13.08,302.86,8.80
464.67,13.66,303.59,8.34
466.56,13.25,302.18,8.11
464.67,13.63,303.16,8.38
466.50,13.64,302.47,8.23
465.39,13.66,302.91,8.24
464.87,13.66,302.26,8.15
466.52,13.46,302.46,8.27
464.96,13.77,303.76,8.37
466.09,13.53,301.84,8.19
465.31,13.74,303.69,8.16
465.75,13.64,302.40,8.25
464.50,13.37,301.99,8.34
465.65,13.50,303.29,8.57
466.61,13.60,303.23,8.16
465.43,13.79,302.82,8.25
465.11,13.62,302.69,8.20
465.68,13.74,302.02,8.40
465.31,13.58,302.25,8.39
466.29,13.52,303.84,8.42
464.44,13.62,302.73,8.17
466.87,13.61,302.72,8.27
464.80,13.67,302.86,8.33
465.94,13.59,302.74,8.20
