eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
410.18,21.38,158.06,6.30
544.24,16.63,148.99,4.67
543.72,15.92,150.58,2.37
544.88,16.44,149.82,4.09
543.89,16.15,149.91,4.20
543.95,15.94,149.87,4.19
542.77,16.18,151.01,4.10
545.29,15.95,148.68,4.20
543.86,16.06,150.30,4.12
542.99,16.23,150.72,4.10
544.77,16.10,150.27,4.23
543.91,16.12,149.30,4.18
544.17,16.06,149.65,4.08
542.82,15.88,151.24,4.10
544.95,15.91,149.07,4.12
543.21,16.55,149.76,4.08
544.11,15.87,151.24,4.13
543.42,16.04,149.46,4.26
543.99,16.00,149.66,4.11
543.89,16.24,149.84,4.10
545.10,15.99,150.27,4.05
543.87,16.03,149.91,4.10
543.39,16.27,149.95,4.19
544.65,15.99,150.95,4.28
543.63,16.27,149.27,4.10
543.13,15.99,149.90,4.14
544.02,16.13,150.10,4.11
544.81,16.23,149.92,4.22
544.08,15.88,149.91,4.16
542.94,16.27,150.50,4.04
