eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
162.23,12.83,416.85,15.86
149.12,4.47,473.25,14.53
150.08,4.30,543.62,13.45
150.66,4.29,543.31,16.28
149.61,4.09,544.31,15.92
150.03,4.21,544.02,16.04
149.65,4.21,544.16,16.30
150.53,4.15,543.09,15.91
149.72,4.09,544.81,16.34
150.69,4.26,543.93,16.04
149.37,4.13,544.15,16.07
151.10,4.21,543.56,16.27
149.90,4.09,544.19,16.41
149.11,4.19,543.31,15.75
150.08,4.03,543.72,16.09
151.04,4.29,544.29,16.37
149.67,4.16,544.62,16.06
149.62,4.11,542.77,16.12
149.55,4.10,544.78,16.08
151.02,4.18,544.32,16.09
149.76,4.13,543.51,15.90
149.93,4.25,544.32,16.02
149.86,4.18,543.96,16.14
150.64,4.12,543.96,16.37
150.18,4.11,543.83,16.03
148.95,4.22,543.96,15.75
150.31,4.28,543.93,16.43
150.15,4.10,543.89,15.69
149.87,4.14,543.74,15.94
149.62,4.18,543.52,16.09
