eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
214.54,13.22,381.39,13.13
204.83,5.45,417.10,12.16
204.70,5.49,416.97,12.39
204.45,5.43,418.31,12.05
205.52,5.57,417.36,12.01
204.86,5.43,417.02,12.12
204.48,5.57,418.26,11.98
204.51,5.58,416.75,11.96
203.91,5.49,417.10,12.19
205.11,5.50,418.33,11.96
205.38,5.50,417.62,12.28
204.28,5.50,417.52,12.24
205.10,5.61,417.51,12.17
203.95,5.50,416.90,12.42
205.39,5.50,416.90,12.28
205.00,5.42,418.01,12.35
204.04,5.49,416.94,12.32
204.51,5.50,418.68,12.08
204.87,5.49,416.66,12.22
204.75,5.42,417.53,12.11
204.42,5.50,417.98,12.23
205.11,5.57,417.61,12.09
205.26,5.46,416.63,12.32
203.56,5.54,418.41,12.09
204.82,5.50,417.48,12.36
204.66,5.49,416.67,12.11
205.04,5.50,418.19,12.18
204.51,5.43,417.47,12.24
204.45,5.50,417.61,11.97
205.52,5.50,416.83,11.88
205.15,5.62,417.34,12.24
204.46,5.50,417.74,12.19
204.20,5.50,417.99,12.30
205.02,5.49,395.29,11.58
