eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
330.03,17.80,303.82,13.21
324.71,9.55,421.74,12.25
323.22,9.58,420.80,11.67
323.39,9.87,420.13,11.64
325.08,10.06,420.48,11.38
323.25,9.98,421.55,11.43
323.33,10.11,420.54,11.46
323.74,9.60,420.80,11.52
324.10,10.02,420.84,11.52
324.81,10.02,420.98,11.38
323.92,9.97,421.32,11.54
323.85,10.03,420.58,11.47
323.74,9.71,421.68,11.59
322.69,9.90,420.86,11.43
324.95,10.24,420.11,11.46
323.57,9.93,421.92,11.49
324.38,10.05,420.65,11.39
323.23,9.94,420.97,11.65
324.45,10.01,420.74,11.38
323.55,9.88,420.26,11.53
323.38,10.01,421.15,11.65
324.63,9.87,421.24,11.65
322.89,9.88,420.94,11.50
323.77,10.16,421.21,11.31
324.80,9.99,420.37,11.70
323.95,9.70,420.94,11.53
323.54,10.09,420.92,11.56
322.96,10.28,421.40,11.46
