eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
83.91,10.07,253.17,10.15
70.25,2.43,293.47,9.73
70.23,2.23,393.99,12.00
70.15,1.86,395.66,11.76
71.52,2.05,394.99,11.79
70.63,1.90,395.62,11.88
70.65,2.04,394.32,11.60
69.94,1.90,396.22,11.41
70.91,2.03,395.04,11.76
70.20,1.97,395.10,11.57
70.43,1.92,395.32,11.65
70.19,1.93,394.36,11.76
71.54,1.89,395.52,11.79
70.22,1.97,394.56,11.82
70.24,1.93,396.01,11.87
71.39,1.98,394.72,11.72
70.37,1.89,395.08,11.36
69.75,1.92,394.53,11.82
71.16,1.98,395.91,11.45
69.99,1.90,395.47,11.55
70.37,1.89,395.13,11.50
71.78,2.08,393.99,11.49
70.15,1.91,395.54,11.70
70.36,1.96,395.12,11.59
70.03,1.89,395.82,11.79
71.54,1.98,394.29,11.34
70.59,1.91,395.12,11.73
69.51,1.98,396.20,11.51
71.51,1.89,394.17,11.62
69.99,1.97,395.89,11.79
70.06,2.03,395.07,11.64
71.29,2.06,394.21,11.90
70.17,1.89,395.62,11.83
70.24,1.92,395.75,11.59
71.49,2.06,394.14,11.55
70.71,2.00,395.08,11.37
70.59,2.08,396.35,11.84
69.93,1.90,394.59,11.67
70.60,1.98,395.39,11.72
70.15,1.91,395.06,11.67
70.42,2.00,394.51,11.93
71.58,2.02,396.12,11.68
69.87,2.10,394.64,11.35
71.38,1.99,395.13,11.57
70.43,1.90,395.70,11.50
