eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
0.07,2.25,0.00,0.00
525.71,23.15,187.15,8.94
589.44,17.00,197.91,6.72
587.72,17.43,197.88,5.50
589.37,17.52,197.65,5.41
588.61,17.41,196.90,5.45
588.02,17.64,197.66,5.60
589.32,17.70,197.78,5.51
588.61,17.45,197.98,5.63
588.59,17.49,197.48,5.37
588.74,17.65,197.55,5.55
588.65,17.44,197.37,5.44
588.51,17.55,197.70,5.44
588.64,17.24,198.26,5.51
588.67,17.55,196.94,5.50
588.48,17.67,197.74,5.37
588.01,17.38,197.53,5.46
589.35,17.38,197.37,5.61
588.47,17.73,198.75,5.76
588.53,17.25,197.82,5.42
588.26,17.56,197.37,5.77
588.36,17.73,196.88,5.43
589.43,17.54,198.20,5.52
588.31,17.45,197.25,5.34
588.34,17.79,197.87,5.44
589.23,17.37,197.14,5.50
588.70,17.52,198.62,5.60
575.08,17.32,194.77,5.52
