eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
452.41,20.20,306.88,11.65
465.64,13.61,303.59,8.23
465.89,13.61,302.51,8.17
464.80,13.59,302.60,8.31
466.66,13.54,302.96,8.23
465.66,13.49,302.37,8.15
465.57,13.61,302.03,8.25
465.09,13.68,302.91,8.21
466.06,13.46,302.90,8.26
465.49,13.47,302.44,8.12
465.07,13.51,303.83,8.26
466.26,13.75,301.62,8.12
464.70,13.47,302.98,8.23
465.37,13.53,303.59,8.20
466.21,13.53,302.85,8.11
465.08,13.66,302.71,8.11
466.48,13.65,302.58,8.12
464.30,13.47,301.96,8.22
466.63,13.67,303.64,8.15
464.86,13.26,302.69,8.16
465.58,13.79,301.78,8.11
465.56,13.47,303.71,8.35
465.65,13.45,302.75,8.35
466.09,13.56,302.72,8.35
465.96,13.51,302.20,8.24
464.55,13.69,302.29,8.27
466.15,13.60,302.73,8.17
