eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
217.39,13.86,496.43,18.42
208.06,5.58,605.79,18.18
207.12,5.76,604.94,17.88
206.79,5.65,606.17,17.73
206.34,5.51,604.74,18.21
207.97,5.62,606.45,17.98
207.43,5.72,605.97,17.88
206.05,5.64,605.46,18.34
207.72,5.63,605.38,18.11
206.64,5.64,604.63,18.04
208.19,5.63,606.51,18.17
207.28,5.54,605.21,18.09
206.33,5.63,606.17,18.04
207.23,5.76,605.59,17.78
207.59,5.57,605.67,18.07
207.08,5.63,604.31,18.14
207.30,5.61,606.32,18.55
206.25,5.64,604.88,17.72
207.99,5.60,605.85,18.16
206.37,5.60,606.12,18.06
207.87,5.60,605.16,18.46
206.47,5.53,606.45,17.90
207.54,5.70,605.42,17.92
206.87,5.62,605.67,18.00
208.03,5.61,605.33,18.43
206.26,5.60,605.36,18.25
