eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
169.67,14.80,82.99,4.07
146.67,5.33,70.54,2.20
327.16,10.63,70.41,2.11
394.28,11.57,70.16,1.92
395.23,11.94,70.38,1.92
395.65,11.66,71.57,1.99
395.40,11.56,70.15,1.90
394.84,11.99,69.72,2.03
394.38,11.73,71.30,1.96
395.26,11.34,70.14,1.91
395.70,11.88,71.56,1.88
395.61,11.46,70.14,2.05
393.86,11.68,70.37,1.90
395.47,11.57,70.18,1.89
395.89,11.58,71.10,1.94
395.20,11.63,70.41,1.97
395.29,11.56,71.06,1.99
395.18,11.80,70.19,1.97
394.25,11.87,70.18,1.92
395.17,11.45,70.18,1.95
395.31,11.79,70.94,1.91
395.65,11.72,70.64,2.09
395.10,11.69,70.77,1.90
394.40,11.70,69.97,1.99
395.52,11.76,71.56,1.91
395.59,11.47,70.21,1.99
393.96,11.58,70.59,1.99
396.22,11.57,70.22,1.99
395.30,11.90,71.28,1.98
394.75,11.70,70.00,1.98
394.69,11.75,71.09,2.10
395.97,11.63,69.79,1.97
394.27,11.59,70.39,1.94
395.19,11.79,70.39,1.98
395.35,11.54,70.36,1.90
395.79,11.79,71.53,1.89
394.34,11.58,70.18,2.03
395.81,11.40,70.20,1.91
395.06,11.76,71.39,1.99
394.58,11.72,70.26,1.98
394.66,11.59,70.21,1.89
396.43,11.79,71.42,1.90
394.87,11.75,70.49,1.97
394.73,11.51,70.20,1.89
395.79,11.51,70.41,1.91
394.40,11.90,70.39,1.98
