eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
466.61,20.06,306.95,10.82
466.10,12.75,301.86,9.37
464.90,12.87,302.71,9.08
466.04,12.72,303.73,9.14
465.11,12.63,302.90,9.38
465.11,12.56,302.37,9.25
466.52,12.68,303.00,9.06
465.55,12.61,302.90,8.95
464.67,12.60,301.55,9.22
466.14,12.72,303.94,8.93
466.11,12.56,301.98,9.13
465.68,12.69,303.34,9.15
465.39,12.62,302.25,9.07
465.19,12.62,302.68,8.97
465.89,12.72,302.59,9.16
464.56,12.69,303.39,8.87
466.10,12.83,301.71,9.06
465.72,12.84,303.82,8.99
465.93,12.79,302.68,9.00
465.67,12.82,302.56,8.97
465.51,12.60,302.88,9.17
465.78,12.59,302.70,9.14
465.58,12.71,302.29,9.08
464.40,12.56,303.19,9.44
466.75,12.60,302.38,9.14
464.62,12.66,302.30,9.06
466.38,12.78,302.84,9.02
