eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
323.81,17.80,550.10,20.31
326.88,8.95,579.17,17.78
327.09,9.07,579.12,17.57
326.09,8.86,578.17,17.35
327.23,9.22,579.96,17.30
325.30,8.97,578.10,17.72
326.81,8.94,579.22,17.56
326.89,8.85,579.11,17.39
326.34,9.02,579.19,17.27
327.29,9.09,579.14,17.65
326.65,8.86,579.56,17.15
325.97,9.02,579.39,17.41
326.85,8.93,578.01,17.41
325.56,9.15,579.98,18.10
327.49,8.86,578.86,17.31
326.11,9.13,578.79,17.42
327.03,9.27,579.86,17.51
326.36,8.94,578.76,17.39
326.15,8.93,579.44,17.48
326.59,9.02,578.18,17.50
327.25,8.94,579.64,17.59
325.99,9.01,579.28,17.33
325.90,9.02,579.19,17.39
