eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
161.23,11.73,420.22,15.85
149.82,4.25,544.45,16.13
150.15,4.15,543.91,16.37
150.42,4.25,544.05,16.53
150.05,4.10,544.05,16.12
150.55,4.28,543.55,16.66
149.89,4.18,544.33,15.94
149.79,4.18,542.85,16.33
149.76,4.03,544.70,16.17
150.23,4.11,544.32,16.63
149.76,4.20,543.42,16.16
150.00,4.08,543.66,16.29
150.42,4.09,544.48,16.40
150.25,4.01,543.19,15.99
150.04,4.20,543.96,16.15
150.06,4.23,543.78,16.45
149.82,4.30,544.41,16.05
149.89,4.09,543.80,16.20
149.61,4.18,544.29,16.04
150.06,4.31,544.04,16.08
150.00,4.25,543.74,16.40
149.52,4.09,544.55,16.16
150.16,4.07,543.97,16.44
150.79,4.09,543.33,16.10
149.71,4.17,544.54,16.65
150.71,4.00,543.82,15.83
148.79,4.17,544.07,16.10
150.70,4.12,543.51,16.06
149.71,4.09,543.14,16.07
149.61,4.17,544.79,16.13
