eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
147.08,12.63,105.32,4.83
59.29,2.71,94.54,2.77
72.02,2.97,95.14,0.94
145.01,5.27,93.21,2.73
382.63,12.25,94.95,2.70
442.79,13.23,94.49,2.56
442.66,12.72,93.55,2.53
442.50,13.05,94.62,2.53
442.94,13.04,94.40,2.53
442.00,13.03,94.81,2.59
443.04,12.93,94.36,2.53
443.29,13.13,93.94,2.63
441.74,12.71,95.08,2.63
443.83,13.06,93.26,2.54
441.58,13.21,94.58,2.54
443.89,13.13,94.91,2.56
442.77,12.83,94.50,2.54
442.64,13.03,93.57,2.47
442.69,12.93,94.61,2.54
442.88,13.20,94.39,2.65
442.81,13.10,94.18,2.55
442.76,13.11,94.44,2.65
442.70,12.75,94.78,2.63
441.67,13.13,93.92,2.55
443.33,12.51,95.05,2.55
443.33,12.96,93.94,2.55
441.95,13.00,95.10,2.54
442.90,13.19,94.22,2.62
443.18,12.73,94.21,2.55
442.86,13.11,94.37,2.54
441.50,13.07,94.32,2.56
442.97,12.78,94.15,2.56
443.49,13.20,94.47,2.55
443.07,13.09,94.45,2.55
442.79,12.66,94.66,2.55
441.91,13.29,93.27,2.47
442.97,12.77,94.43,2.63
442.34,13.11,94.56,2.58
443.74,12.86,94.43,2.56
442.67,12.80,94.00,2.64
441.54,13.06,94.65,2.56
443.58,13.16,94.33,2.65
