eth0-in,eth0-out,eth1-in,eth1-out
0.00,0.00,0.00,0.00
0.00,0.00,0.00,0.00
514.35,24.73,240.15,9.86
548.78,16.10,234.11,6.47
549.20,16.22,234.90,6.62
548.65,16.29,235.17,6.71
548.74,16.32,234.00,6.58
549.88,16.26,234.84,6.53
548.14,16.26,234.81,6.50
550.13,16.18,234.98,6.57
549.04,16.34,234.18,6.36
549.06,15.97,233.89,6.73
548.19,16.40,235.38,6.63
549.16,16.18,235.13,6.49
549.03,16.18,233.92,6.59
549.87,16.36,234.32,6.58
547.94,16.18,234.91,6.47
550.27,16.33,234.54,6.55
548.86,16.25,234.88,6.50
548.20,16.16,234.99,6.55
549.02,16.40,233.64,6.50
550.20,16.32,235.81,6.57
548.18,16.04,234.64,6.69
549.56,16.10,233.34,6.46
549.53,16.21,235.84,6.60
548.17,16.18,233.95,6.71
548.78,16.43,234.93,6.48
549.77,16.44,234.22,6.50
549.66,16.14,234.13,6.69
